rgz_name,name,name:rs,name:it,name:hu,loc_name,name:etymology:wikidata
Ul. Vjenceslava Novaka,Ulica Vjenceslava Novaka,,,,,
Ul. Vlahe Bukovca,Ulica Vlahe Bukovca,,,,,
Ul. Zekana,Ulica Zekana,,,,,
Ul. Zlatka Balokovića,Ulica Zlatka Balokovića,,,,,
Ul. Zrinskih i Frankopana,Ulica Zrinskih i Frankopana,,,,,
Ul. Zrinsko-Frankopanska,Ulica Zrinsko-frankopanska,,,,,
Ul. žrtava Domov. rata,Ulica žrtava Domovinskog rata,,,,,
Ul. Žrtava fašizma,Ulica žrtava fašizma,,,,,
Ul. Župana Godečaja,Ulica župana Godečaja,,,,,
Miroslava Krleže,Ulica Miroslava Krleže,,,,,
Dobriše Cesarića,Ulica Dobriše Cesarića,,,,,
Ulica Mirka Miočića hrvatskog erudita i enigmata (1956-2017),Ulica Mirka Miočića,,,,,
Istarska ulica - Via dell'Istria,Istarska ulica,,Via dell'Istria,,,
Đure Basaričeka,Ulica Đure Basaričeka,,,,,
Kralja Dmitra Zvonimira,Ulica kralja Dmitra Zvonimira,,,,,
Goranska,Goranska ulica,,,,,
Karlovačka,Karlovačka ulica,,,,,
Brune Bušića,Ulica Brune Bušića,,,,,Q993124
Mate Balote,Ulica Mate Balote,,,,,Q6786326
Supilova,Ulica Frana Supila,,,,,Q692107
Psunjska,Psunjska ulica,,,,,
Svetog Roka,Ulica svetog Roka,,,,,
Đakovačka,Đakovačka ulica,,,,,
Mate Lovraka,Ulica Mate Lovraka,,,,,
Palih boraca,Ulica palih boraca,,,,,
Ulica Dr. Franje Tuđmana,Ulica dr. Franje Tuđmana,,,,,
Borisa Kidriča,Ulica Borisa Kidriča,,,,,Q192041
Bana Ivana Mažuranića,Ulica bana Ivana Mažuranića,,,,,
Slavka Kolara,Ulica Slavka Kolara,,,,,
Mihovila Pavleka Miškine,Ulica Mihovila Pavleka Miškine,,,,,
Šandora Petefija,Ulica Šandora Petefija,,,,,
Marina Držića,Ulica Marina Držića,,,,,
Martina Divalta,Ulica Martina Divalta,,,,,
Voćarska,Voćarska ulica,,,,,
Planinska,Planinska ulica,,,,,
Kralja Petra Svačića,Ulica kralja Petra Svačića,,,,,
Mihanovićeva,Ulica Antuna Mihanovića,,,,,
Antuna Matije Reljkovića,Ulica Antuna Matije Reljkovića,,,,,
Vuka Karadžića,Ulica Vuka Karadžića,,,,,
Ivana Pavla II,Ulica Ivana Pavla II.,,,,,
Ulica kralja Petra Krešimira IV,Ulica kralja Petra Krešimira IV.,,,,,
Republike,Ulica Republike,,,,,
Križnog puta,Ulica Križnog puta,,,,,
Duga,Duga ulica,,,,,
Jakova Gotovca,Ulica Jakova Gotovca,,,,,
Ulica Bana Jelačića,Ulica bana Jelačića,,,,,
Zvonimirova,Zvonimirova ulica,,,,,
P. Preradovića,Ulica Petra Preradovića,,,,,
Ulica Ivana Pavla II,Ulica Ivana Pavla II.,,,,,
Ludbreška,Ludbreška ulica,,,,,
Franje Račkog,Ulica Franje Račkog,,,,,
Donja Batina Zl.,Donja Batina,,,,,
Ulica sv. Barbare,Ulica svete Barbare,,,,,
Otona Kučere,Ulica Otona Kučere,,,,,
Franje Kuhača,Ulica Franje Kuhača,,,,,
Antuna Branka Šimića,Ulica Antuna Branka Šimića,,,,,
Antuna Radića,Ulica Antuna Radića,,,,,
Zrinjsko-Frankopanska,Ulica Zrinjsko-frankopanska,,,,,
Podravska,Podravska ulica,,,,,
Braće Gojak,Ulica braće Gojak,,,,,
Našička,Našička ulica,,,,,
Kupska,Kupska ulica,,,,,
Ulica sv. Vida,Ulica svetog Vida,,,,,
Murska,Murska ulica,,,,,
Mirogojska,Mirogojska ulica,,,,,
Moslavačka,Moslavačka ulica,,,,,
Sv. Nikole,Ulica svetog Nikole,,,,,
Ulica Braće Radića,Ulica braće Radića,,,,,
S. S. Kranjčevića,Ulica Silvija Strahimira Kranjčevića,,,,,Q470704
Plitvička,Plitvička ulica,,,,,
Crkvena,Crkvena ulica,,,,,
Strossmayerova,Strossmayerova ulica,,,,,
Bosanska,Bosanska ulica,,,,,
Ulica sv. Ane,Ulica svete Ane,,,,,
Jurja Dalmatinca,Ulica Jurja Dalmatinca,,,,,
Ražinska,Ražinska ulica,,,,,
Savezne Republike Njemačke,Ulica Savezne Republike Njemačke,,,,,
Krešimirova,Krešimirova ulica,,,,,
Novoselska,Novoselska ulica,,,,,
Stanka Vraza,Ulica Stanka Vraza,,,,,
Vijeća Europe,Ulica Vijeća Europe,,,,,
Sv. Martina,Ulica svetog Martina,,,,,
Valpovačka,Valpovačka ulica,,,,,
Fruškogorska,Fruškogorska ulica,,,,,
Biskupa Antuna Mandića,Ulica biskupa Antuna Mandića,,,,,
Ljudevita Posavskog,Ulica Ljudevita Posavskog,,,,,
Josipa bana Jelačića,Ulica Josipa bana Jelačića,,,,,
J. Bajkovca,Ulica Josipa Bajkovca,,,,,
Josipa Jelačića,Ulica Josipa Jelačića,,,,,Q154418
Ive Marinkovića,Ulica Ive Marinkovića,,,,,
Mornarska,Mornarska ulica,,,,,
K. Tomislava,Ulica kralja Tomislava,,,,,
Đure Đakovića,Ulica Đure Đakovića,,,,,
Daruvarska,Daruvarska ulica,,,,,
Selska,Selska ulica,,,,,
Marije Jurić Zagorke,Ulica Marije Jurić Zagorke,,,,,
Rudarska,Rudarska ulica,,,,,
Industrijska,Industrijska ulica,,,,,
Ratarska,Ratarska ulica,,,,,
Vlahe Bukovca,Ulica Vlahe Bukovca,,,,,
Put Dr. Ante Starčevića,Put dr. Ante Starčevića,,,,,
Žrtava Domovinskog rata,Ulica žrtava Domovinskog rata,,,,,
Grgura Karlovčana,Ulica Grgura Karlovčana,,,,,
Obala kralja Petra Krešimira IV,Obala kralja Petra Krešimira IV.,,,,,
Kneza Lj. Posavskog,Ulica kneza Ljudevita Posavskog,,,,,
Ulica sv. Jurja,Ulica svetog Jurja,,,,,
Bana Josipa Šokčevića,Ulica bana Josipa Šokčevića,,,,,
Ulica Kardinala Alojzija Stepinca,Ulica kardinala Alojzija Stepinca,,,,,
Ulica sv. Mihovila,Ulica svetog Mihovila,,,,,
Hrvatske nezavisnosti,Ulica Hrvatske nezavisnosti,,,,,
Ulica Šamačka,Šamačka ulica,,,,,
Čepinska,Čepinska ulica,,,,,
Borinačka,Borinačka ulica,,,,,
Matije Antuna Relkovića,Ulica Matije Antuna Relkovića,,,,,
Put sv. Ante,Put svetog Ante,,,,,
Kamenita,Kamenita ulica,,,,,
Ilirska,Ilirska ulica,,,,,
Ulica Vrbskih žrtava,Ulica vrbskih žrtava,,,,,
Vinodolska,Vinodolska ulica,,,,,
Petra Biškupa - Vene,Ulica Petra Biškupa – Vene,,,,,
Zrinskih i Frankopana,Ulica Zrinskih i Frankopana,,,,,
Ulica Vinogradska,Vinogradska ulica,,,,,
Joze Ivakića,Ulica Joze Ivakića,,,,,
Matije Ivanića,Ulica Matije Ivanića,,,,,
Vladka Mačeka,Ulica Vladka Mačeka,,,,,
Ulica Kneza Domagoja,Ulica kneza Domagoja,,,,,
Ulica Črnomerec,Črnomerec,,,,,
Vozarica-Vik. Naselje,Vozarica,,,,,
Ive Maline,Ulica Ive Maline,,,,,
Hrvatskih dragovoljaca,Ulica hrvatskih dragovoljaca,,,,,
Petra Zoranića,Ulica Petra Zoranića,,,,,
Rudolfa Strohala,Ulica Rudolfa Strohala,,,,,
Vase Đurđevića,Ulica Vase Đurđevića,Улица Васе Ђурђевића,,,,
Kardinala A. Stepinca,Ulica kardinala Alojzija Stepinca,,,,,
Starogradska,Starogradska ulica,,,,,
Ulica Hrvatskog državnog Sabora,Ulica Hrvatskog državnog sabora,,,,,
Ulica sv. Nikole Tavelića,Ulica svetog Nikole Tavelića,,,,,
Franje Strapača,Ulica Franje Strapača,,,,,
Orljavska,Orljavska ulica,,,,,
Rečička,Rečička ulica,,,,,
Ulica Gornji Andrijevci,Gornji Andrijevci,,,,,
Grgura Ninskog,Ulica Grgura Ninskog,,,,,
Dr. Franjo Tuđman,Ulica dr. Franje Tuđmana,,,,,
I. Ribara Lole,Ulica Ive Ribara Lole,,,,,Q1265884
Mosorska,Mosorska ulica,,,,,
Težačka,Težačka ulica,,,,,
Dragutina Domjanića,Ulica Dragutina Domjanića,,,,,
M. Gupca,Ulica Matije Gupca,,,,,
Slave Raškaj,Ulica Slave Raškaj,,,,,
Ulica Glavna cesta,Glavna cesta,,,,,
Vinogradarska,Vinogradarska ulica,,,,,
Zrmanjska,Zrmanjska ulica,,,,,
Ulica Frankopanska,Frankopanska ulica,,,,,
Odra-cesta,Odra cesta,,,,,
Ulica Prvomajska,Prvomajska ulica,,,,,
Karla Kranjca,Ulica Karla Kranjca,,,,,
Mijata Stojanovića,Ulica Mijata Stojanovića,,,,,
Ulica sv. Antuna,Ulica svetog Antuna,,,,,
Graničarska,Graničarska ulica,,,,,
Radeki-Polje,Radeki Polje,,,,,
Novačića Milana,Ulica Milana Novačića,,,,,
Ivane Brlić-Mažuranić,Ulica Ivane Brlić Mažuranić,,,,,
Bjelovarska,Bjelovarska ulica,,,,,
